Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Tot_Benes,Tot_Submtd_Cvrd_Chrg,Tot_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Dschrgs,Tot_Cvrd_Days,Tot_Days,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_GT_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_API_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_NatInd_Cnt,Bene_Race_Othr_Cnt,Bene_Dual_Cnt,Bene_Ndual_Cnt,Bene_CC_BH_ADHD_OthCD_V1_Pct,Bene_CC_BH_Alcohol_Drug_V1_Pct,Bene_CC_BH_Tobacco_V1_Pct,Bene_CC_BH_Alz_NonAlzdem_V2_Pct,Bene_CC_BH_Anxiety_V1_Pct,Bene_CC_BH_Bipolar_V1_Pct,Bene_CC_BH_Mood_V2_Pct,Bene_CC_BH_Depress_V1_Pct,Bene_CC_BH_PD_V1_Pct,Bene_CC_BH_PTSD_V1_Pct,Bene_CC_BH_Schizo_OthPsy_V1_Pct,Bene_CC_PH_Asthma_V2_Pct,Bene_CC_PH_Afib_V2_Pct,Bene_CC_PH_Cancer6_V2_Pct,Bene_CC_PH_CKD_V2_Pct,Bene_CC_PH_COPD_V2_Pct,Bene_CC_PH_Diabetes_V2_Pct,Bene_CC_PH_HF_NonIHD_V2_Pct,Bene_CC_PH_Hyperlipidemia_V2_Pct,Bene_CC_PH_Hypertension_V2_Pct,Bene_CC_PH_IschemicHeart_V2_Pct,Bene_CC_PH_Osteoporosis_V2_Pct,Bene_CC_PH_Parkinson_V2_Pct,Bene_CC_PH_Arthritis_V2_Pct,Bene_CC_PH_Stroke_TIA_V2_Pct,Bene_Avg_Risk_Scre
440152,Regional One Health,877 Jefferson Avenue,Memphis,38103,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",901,100416941,35134883,30092800,1003,7018,7153,69.31409545,239,289,248,125,450,451,556,311,13,,,14,343,558,0.0155382908,0.1864594895,0.2874583796,0.1964483907,0.3396226415,0.1109877913,0.3429522752,0.3085460599,0.0155382908,0.0244173141,0.0788013319,0.0954495006,0.2475027747,0.1609322974,0.3263041065,0.2730299667,0.3884572697,0.3029966704,0.6503884573,0.75,0.3751387347,0.1187569367,0.0199778024,0.5238623751,0.2630410655,1.8753700059
440153,Tennova Healthcare - Newport Medical Center,435 2nd St,Newport,37821,TN,47,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",341,23273361,5003502,4281477,421,1961,1986,74.765395894,50,110,115,66,188,153,337,,,,,,98,243,0.0146627566,0.1348973607,0.3079178886,0.2815249267,0.4428152493,0.0967741935,0.4340175953,0.3988269795,0.0117302053,0.0234604106,0.0703812317,0.1114369501,0.3900293255,0.211143695,0.5307917889,0.5454545455,0.4897360704,0.4516129032,0.75,0.75,0.4486803519,0.2140762463,0.0498533724,0.5835777126,0.1583577713,1.8689000035
440156,Parkridge Medical Center,2333 Mccallie Ave,Chattanooga,37404,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2860,367404448,55416011,44875425,3714,18503,19121,72.40034965,525,989,864,482,1607,1253,2533,247,,28,,39,787,2073,0.0223776224,0.1825174825,0.2664335664,0.1905594406,0.4534965035,0.1090909091,0.4258741259,0.3818181818,0.0363636364,0.041958042,0.1167832168,0.141958042,0.3328671329,0.1702797203,0.4192307692,0.3702797203,0.4604895105,0.4108391608,0.7377622378,0.75,0.4447552448,0.1258741259,0.0388111888,0.5909090909,0.1695804196,1.8187654667
440161,Tristar Centennial Medical Center,2300 Patterson Street,Nashville,37203,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4379,872634757,106130486,89953578,5657,28077,28887,73.33135419,517,1829,1468,565,2349,2030,3697,524,27,37,,,641,3738,0.0134733958,0.1335921443,0.2087234528,0.1575702215,0.3886732131,0.0659968029,0.3822790591,0.3539620918,0.0191824617,0.0248915277,0.0500114181,0.1226307376,0.3683489381,0.2247088376,0.4062571363,0.3277003882,0.423612697,0.3930121032,0.75,0.75,0.5001141813,0.1230874629,0.0255766157,0.5855218086,0.1804064855,1.7953930257
440173,Parkwest Medical Center,9352 Park West Blvd,Knoxville,37923,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3668,207160689,60390617,49387920,4587,20729,21815,74.996455834,350,1373,1262,683,1911,1757,3432,106,23,23,,,422,3246,0.0245365322,0.1014176663,0.1630316249,0.1872955289,0.389040349,0.0689749182,0.3781352236,0.3470556161,0.0204471101,0.0299890949,0.0550708833,0.1245910578,0.3535986914,0.1902944384,0.3879498364,0.3031624864,0.4029443839,0.3647764449,0.75,0.75,0.4651035987,0.1455834242,0.0468920393,0.5425299891,0.1346782988,1.8087570172
440175,Southern Tennessee Regional Health System Lawrence,1607 South Locust Avenue,Lawrenceburg,38464,TN,47,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",393,31385239,5073165,4350762,473,2013,2038,77.600508906,35,111,128,119,230,163,380,,,,,,112,281,0.0025445293,0.1323155216,0.2340966921,0.3358778626,0.4987277354,0.048346056,0.5012722646,0.4707379135,0.3078880407,0.0229007634,0.0712468193,0.0610687023,0.3918575064,0.1857506361,0.4300254453,0.4045801527,0.4452926209,0.4249363868,0.75,0.75,0.427480916,0.155216285,0.0559796438,0.5928753181,0.1755725191,1.8489208121
440176,Indian Path Community Hospital,2000 Brookside Dr,Kingsport,37660,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",263,11810801,3336721,2511201,312,1274,1336,74.403041825,35,88,89,51,153,110,251,,,,,,59,204,0.0152091255,0.2015209125,0.2319391635,0.2281368821,0.4486692015,0.0760456274,0.4562737643,0.4296577947,0.0342205323,0.0228136882,0.0380228137,0.1368821293,0.3003802281,0.2547528517,0.4714828897,0.4182509506,0.4828897338,0.288973384,0.75,0.75,0.4182509506,0.1977186312,0.0266159696,0.5285171103,0.1368821293,1.7242243346
440183,St Francis Hospital,5959 Park Ave,Memphis,38119,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1608,274783712,31498023,26882051,1906,12049,12576,72.311567164,280,626,461,241,883,725,897,663,16,14,,,438,1170,0.019278607,0.1187810945,0.2002487562,0.2282338308,0.322761194,0.0764925373,0.3463930348,0.3047263682,0.0155472637,0.0174129353,0.0808457711,0.1206467662,0.2730099502,0.203358209,0.4073383085,0.2549751244,0.4763681592,0.3799751244,0.75,0.75,0.4633084577,0.1032338308,0.0223880597,0.5690298507,0.2381840796,2.0373306077
440184,Franklin Woods Community Hospital,300 Med Tech Parkway,Johnson City,37604,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",905,46567562,11296582,9028498,1102,4953,5213,74.678453039,113,312,323,157,488,417,863,19,,,,12,158,747,0.0099447514,0.1447513812,0.2132596685,0.1900552486,0.4508287293,0.1027624309,0.4596685083,0.4287292818,0.0254143646,0.0165745856,0.0430939227,0.129281768,0.2994475138,0.235359116,0.4453038674,0.3337016575,0.4011049724,0.3436464088,0.75,0.75,0.4817679558,0.1878453039,0.0397790055,0.5093922652,0.1259668508,1.808811993
440185,Tennova Healthcare-Cleveland,2305 Chambliss Ave Nw,Cleveland,37311,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1441,195649345,22669997,19038320,1941,10460,10778,73.666897988,239,443,480,279,804,637,1355,42,,24,,15,360,1081,0.0222068008,0.1943095073,0.2671755725,0.2192921582,0.4517696044,0.1228313671,0.4517696044,0.399722415,0.0464954892,0.0513532269,0.1179736294,0.1374045802,0.3907009022,0.1721027065,0.4371963914,0.3740458015,0.4677307425,0.4170714781,0.75,0.75,0.46703678,0.1492019431,0.0346981263,0.600277585,0.1533657183,1.9306695482
440187,Livingston Regional Hospital,315 Oak St Box 550,Livingston,38570,TN,47,7.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",379,27960472,5368639,4669011,502,2047,2073,77.007915567,34,106,148,91,240,139,373,,,,,,177,202,0.0131926121,0.1134564644,0.2638522427,0.3245382586,0.4907651715,0.0844327177,0.5145118734,0.4722955145,0.0131926121,0.0211081794,0.1029023747,0.0870712401,0.4459102902,0.1424802111,0.4617414248,0.5277044855,0.5329815303,0.5831134565,0.7493403694,0.75,0.4722955145,0.1715039578,0.0422163588,0.5883905013,0.1873350923,2.0142622261
440192,Saint Thomas Highlands Hospital,401 Sewell Dr,Sparta,38583,TN,47,7.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",137,3505137,1692652,1519547,151,390,396,78.386861314,,38,50,,92,45,131,,,,,,46,91,0.0145985401,0.1167883212,0.2481751825,0.299270073,0.5474452555,0.0802919708,0.5109489051,0.496350365,0.0218978102,0.0291970803,0.0875912409,0.102189781,0.3357664234,0.197080292,0.5328467153,0.4379562044,0.4671532847,0.4525547445,0.75,0.75,0.4452554745,0.2408759124,0.0656934307,0.6934306569,0.1532846715,1.9128338028
440193,Vanderbilt Wilson County Hospital,1411 Baddour Parkway,Lebanon,37087,TN,47,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",1065,81620368,15968196,13677916,1374,5969,6102,74.475117371,133,386,343,203,595,470,957,76,,,,16,232,833,0.0150234742,0.1370892019,0.2225352113,0.255399061,0.4638497653,0.1042253521,0.4807511737,0.4281690141,0.0187793427,0.0356807512,0.0647887324,0.1295774648,0.3727699531,0.1718309859,0.4873239437,0.4253521127,0.476056338,0.4272300469,0.75,0.75,0.4798122066,0.1511737089,0.0676056338,0.5915492958,0.1906103286,2.1029395882
440194,Tristar Hendersonville Medical Center,355 New Shackle Island Rd,Hendersonville,37075,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1396,170275369,21791733,17440150,1799,7767,8086,75.799426934,138,481,467,310,768,628,1285,58,15,16,,,195,1201,0.0100286533,0.1196275072,0.2041547278,0.2335243553,0.4169054441,0.0694842407,0.4054441261,0.3789398281,0.0308022923,0.020773639,0.0415472779,0.1210601719,0.350286533,0.1826647564,0.4742120344,0.3875358166,0.4383954155,0.3946991404,0.75,0.75,0.5759312321,0.1332378223,0.0487106017,0.5945558739,0.1862464183,1.8253034965
440197,Tristar Southern Hills Medical Center,391 Wallace Rd,Nashville,37211,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",852,76672452,14698872,11977010,1043,4493,4648,72.919014085,165,308,235,144,470,382,630,148,22,29,,,240,612,0.029342723,0.1572769953,0.2312206573,0.264084507,0.4424882629,0.1044600939,0.4683098592,0.4237089202,0.0328638498,0.0281690141,0.0680751174,0.1302816901,0.3180751174,0.1631455399,0.4342723005,0.3427230047,0.4683098592,0.426056338,0.75,0.75,0.4225352113,0.1361502347,0.0410798122,0.515258216,0.2077464789,2.1418400136
440200,Ascension Saint Thomas Stones River Hospital,324 Doolittle Road,Woodbury,37190,TN,47,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",100,2262227,1444820,1259184,116,509,528,70.57,31,17,24,28,53,47,91,,,,,,35,65,0.04,0.29,0.37,0.35,0.59,0.21,0.63,0.53,0.06,0.1,0.33,0.12,0.21,0.13,0.54,0.27,0.38,0.34,0.73,0.75,0.3,0.12,0.04,0.49,0.13,1.7220809845
440218,Saint Thomas Hospital For Specialty Surgery,2011 Murphy Avenue,Nashville,37203,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",379,31453821,10395541,8439852,385,730,787,71.079155673,,217,125,,202,177,356,16,,,,,30,349,0.0237467018,0.0897097625,0.1688654354,0.036939314,0.3350923483,0.0422163588,0.3852242744,0.3588390501,0.0237467018,0.0263852243,0.0079155673,0.1160949868,0.1503957784,0.1319261214,0.2559366755,0.1899736148,0.3878627968,0.1451187335,0.75,0.75,0.3139841689,0.110817942,0.0343007916,0.75,0.0527704485,0.9700358388
440227,Tristar Stonecrest Medical Center,200 Stonecrest Boulevard,Smyrna,37167,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",930,94870141,16576773,12842087,1180,4676,5024,73.606451613,137,344,308,141,544,386,813,89,,,,,162,768,0.0172043011,0.1408602151,0.2172043011,0.2129032258,0.4322580645,0.0774193548,0.4612903226,0.4258064516,0.0365591398,0.0258064516,0.0537634409,0.123655914,0.3150537634,0.1784946237,0.4569892473,0.3698924731,0.4709677419,0.3602150538,0.75,0.75,0.4774193548,0.147311828,0.0258064516,0.6,0.1892473118,1.7913809733
440228,Saint Francis Bartlett Medical Center,2986 Kate Bond Rd,Bartlett,38133,TN,47,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1710,205433748,25705162,21500517,2110,11323,12070,75.94619883,173,578,585,374,943,767,1309,350,,17,,20,292,1418,0.0116959064,0.0929824561,0.1637426901,0.2842105263,0.3777777778,0.0660818713,0.3754385965,0.3461988304,0.014619883,0.0134502924,0.0631578947,0.1304093567,0.3783625731,0.2011695906,0.4087719298,0.3526315789,0.4795321637,0.416374269,0.75,0.75,0.5473684211,0.134502924,0.0274853801,0.5701754386,0.249122807,2.0559843771
450002,The Hospitals Of Providence Memorial Campus,2001 N Oregon St,El Paso,79902,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",713,135013687,12528014,10402022,860,4393,4612,75.788218794,93,201,217,202,377,336,310,17,,372,,,174,539,0.0196353436,0.110799439,0.1388499299,0.2931276297,0.3941093969,0.0673211781,0.3955119215,0.3730715288,0.0224403927,0.0294530154,0.0589060309,0.1332398317,0.3141654979,0.2314165498,0.5273492286,0.2945301543,0.538569425,0.3464235624,0.75,0.75,0.412342216,0.221598878,0.0378681627,0.5287517532,0.1669004208,2.4374832487
450007,Peterson Regional Medical Center,551 Hill Country Drive,Kerrville,78028,TX,48,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1404,75271737,19824984,17366635,1766,6651,6718,77.964387464,95,405,528,376,721,683,1282,,,93,,16,168,1236,0.0071225071,0.1082621083,0.1638176638,0.212962963,0.3162393162,0.0448717949,0.3397435897,0.3148148148,0.014957265,0.0156695157,0.0334757835,0.1331908832,0.3447293447,0.1844729345,0.3326210826,0.2984330484,0.3454415954,0.3055555556,0.75,0.75,0.4366096866,0.1574074074,0.0334757835,0.5014245014,0.1695156695,1.4849005625
450010,United Regional Health Care System,1600 11th Street,Wichita Falls,76301,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3613,251851850,74636810,65795369,5166,21536,22057,74.219208414,514,1246,1181,672,1955,1658,3063,213,25,236,36,40,881,2732,0.0287849433,0.146415721,0.2169941877,0.3083310268,0.43647938,0.0810960421,0.4995848325,0.4467201771,0.0130085801,0.0345972876,0.0584002214,0.115139773,0.3534458898,0.1627456407,0.4691392195,0.3944090783,0.4951563797,0.4851923609,0.75,0.75,0.507334625,0.1757542209,0.0390257404,0.6321616385,0.2438416828,2.0198069744
450011,Chi St Joseph Health Regional Hospital,2801 Franciscan Dr,Bryan,77802,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3133,315387202,63347837,55988363,4406,19624,20066,76.64123843,273,1007,1057,796,1670,1463,2500,348,15,240,,,632,2501,0.0108522183,0.1078838174,0.1953399298,0.230130865,0.3565272901,0.0817108203,0.3830194702,0.3593999362,0.0197893393,0.0242578998,0.047239068,0.0992658793,0.3820619215,0.1959782956,0.472071497,0.2607724226,0.4168528567,0.4510054261,0.75,0.75,0.4822853495,0.1337376317,0.0367060326,0.5346313438,0.2368337057,1.9544529481
450015,Parkland Health And Hospital System,5200 Harry Hines Blvd,Dallas,75235,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1673,245976191,122251620,111672128,2254,16583,16737,67.160789002,566,642,310,155,749,924,487,626,33,491,,,753,920,0.0263000598,0.2002390915,0.2725642558,0.2145845786,0.31440526,0.1225343694,0.3795576808,0.3275552899,0.0221159594,0.0298864316,0.089061566,0.1237298267,0.2331141662,0.179916318,0.4931261207,0.2618051405,0.5690376569,0.460251046,0.7124925284,0.75,0.3658099223,0.1332934848,0.027495517,0.5074716079,0.1990436342,2.7214151202
450018,University Of Texas Medical Branch,301 University Boulevard,Galveston,77555,TX,48,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4001,342017358,128950501,94402021,5539,27520,28893,73.595851037,589,1454,1213,745,2148,1853,2825,543,63,496,,,812,3189,0.0119970007,0.1337165709,0.2199450137,0.2271932017,0.3641589603,0.0829792552,0.3794051487,0.3456635841,0.0182454386,0.0217445639,0.0502374406,0.1059735066,0.3644088978,0.1804548863,0.4628842789,0.2946763309,0.4818795301,0.4938765309,0.75,0.75,0.4826293427,0.1534616346,0.0344913772,0.4821294676,0.1947013247,2.2800910183
450021,Baylor University Medical Center,3500 Gaston Ave,Dallas,75246,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5878,615913392,199295230,144741108,7764,51755,54923,72.027900646,997,2403,1667,811,2990,2888,3743,1356,89,565,16,109,1347,4531,0.0210956108,0.1549846887,0.1888397414,0.200578428,0.3610071453,0.1240217761,0.4074515141,0.364579789,0.0210956108,0.0197346036,0.0518883974,0.1298060565,0.3097992514,0.205341953,0.4869003062,0.2830894862,0.4513439946,0.4100034025,0.75,0.75,0.4152773052,0.1771010548,0.0304525349,0.549336509,0.2378359986,2.4714477628
450023,Citizens Medical Center,2701 Hospital Drive,Victoria,77901,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1292,58059476,18862915,16544584,1719,7372,7529,76.232198142,109,438,455,290,670,622,952,47,,275,,,235,1057,0.0054179567,0.1462848297,0.2043343653,0.2182662539,0.3475232198,0.0541795666,0.342879257,0.3212074303,0.0216718266,0.01625387,0.0356037152,0.1137770898,0.3823529412,0.2128482972,0.4481424149,0.3111455108,0.4566563467,0.4458204334,0.75,0.75,0.5286377709,0.1524767802,0.023993808,0.600619195,0.1702786378,1.9103093333
450024,University Medical Center Of El Paso,4815 Alameda Ave,El Paso,79905,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1213,101903566,47349645,41564249,1420,9251,9437,74.847485573,187,374,363,289,653,560,457,36,15,682,,,398,815,0.0164880462,0.1154163232,0.1731244847,0.2835943941,0.2959604287,0.0494641385,0.3033800495,0.2761747733,0.0131904369,0.0247320692,0.0700741962,0.0849134378,0.2893652102,0.141797197,0.3816982688,0.2061005771,0.5325638912,0.3281121187,0.6570486397,0.75,0.3107996702,0.1615828524,0.0379225062,0.4072547403,0.2357790602,1.9686539804
450028,Valley Baptist Medical Center- Brownsville,1040 W Jefferson St,Brownsville,78520,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",910,212654710,18897875,16787605,1275,6668,6881,74.805494505,142,269,271,228,489,421,154,,,745,,,569,341,0.0098901099,0.089010989,0.1131868132,0.2989010989,0.3494505495,0.0417582418,0.3725274725,0.3538461538,0.0252747253,0.0120879121,0.0571428571,0.0835164835,0.2813186813,0.1527472527,0.5934065934,0.2901098901,0.7252747253,0.5241758242,0.75,0.75,0.5142857143,0.2230769231,0.0516483516,0.5395604396,0.2142857143,2.837903104
450029,Laredo Medical Center,1700 East Saunders,Laredo,78044,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1684,306818460,38057021,33232828,2472,15182,15670,73.723871734,328,460,507,389,913,771,128,,,1536,,,1115,569,0.0059382423,0.1122327791,0.156175772,0.2963182898,0.3871733967,0.0380047506,0.2820665083,0.2606888361,0.0172209026,0.0041567696,0.041567696,0.0926365796,0.2304038005,0.1365795724,0.5522565321,0.2927553444,0.7464370546,0.4228028504,0.75,0.75,0.5492874109,0.1965558195,0.0463182898,0.520783848,0.2001187648,2.9334597501
450032,Christus Good Shepherd Medical Center,700 E Marshall Ave,Longview,75601,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2667,286335788,56716449,49959157,3786,17161,17416,74.575178103,355,929,831,552,1446,1221,2211,355,,68,,20,690,1977,0.0438695163,0.1211098613,0.237720285,0.2485939258,0.3903262092,0.0869891264,0.4109486314,0.3888263967,0.0183727034,0.0224971879,0.0667416573,0.1327334083,0.3355830521,0.1796025497,0.3993250844,0.4053243345,0.441319835,0.4203224597,0.75,0.75,0.464191976,0.1597300337,0.0423697038,0.5508061492,0.2478440195,2.0505044933
450033,Vhs Harlingen Hospital Company Llc,2101 Pease St,Harlingen,78550,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1897,453233868,40574229,34551736,2619,15045,15401,74.698998419,278,595,610,414,1012,885,721,,15,1142,,,870,1027,0.0142329995,0.1217712177,0.1233526621,0.27886136,0.3421191355,0.0627306273,0.4006325778,0.3827095414,0.0168687401,0.0184501845,0.0674749605,0.0938323669,0.3099630996,0.1671059568,0.5213494992,0.2793885082,0.6225619399,0.4117026885,0.75,0.75,0.5055350554,0.163943068,0.0484976278,0.5413811281,0.2651555087,2.5689377429
450034,Christus Southeast Texas- St Elizabeth,2830 Calder Avenue,Beaumont,77702,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2481,230204896,48054089,42352088,3271,14226,14609,74.703345425,300,878,821,482,1253,1228,1957,385,16,100,,,551,1930,0.0108827086,0.1120515921,0.2434502217,0.2353889561,0.394598952,0.0661023781,0.3921805723,0.3679967755,0.0161225312,0.0133010883,0.0515921,0.1168883515,0.3962112052,0.1987101975,0.4574768239,0.446191052,0.4885126965,0.4784361145,0.75,0.75,0.6215235792,0.2007255139,0.0382910117,0.579604998,0.2458686014,2.2043695981
450035,St Joseph Medical Center,1401 St. Joseph Parkway,Houston,77002,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",471,41749877,11836913,9893620,566,2595,2634,68.571125265,129,191,96,55,206,265,139,206,12,109,,,206,265,0.0297239915,0.2420382166,0.3460721868,0.2377919321,0.3142250531,0.1380042463,0.3651804671,0.3099787686,0.0148619958,0.025477707,0.152866242,0.1125265393,0.1932059448,0.1295116773,0.4946921444,0.3312101911,0.5414012739,0.4522292994,0.7197452229,0.75,0.4331210191,0.0785562633,0.0191082803,0.3949044586,0.195329087,2.6224826536
450039,Jps Health Network,1500 S Main St,Fort Worth,76104,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1278,126337543,67617956,62540556,1732,12535,13183,66.451486698,413,561,213,91,517,761,614,381,27,230,,,625,653,0.0312989045,0.3051643192,0.3771517997,0.2574334898,0.4483568075,0.1729264476,0.5054773083,0.4499217527,0.0258215962,0.0579029734,0.1784037559,0.1447574335,0.244913928,0.1228482003,0.4679186228,0.358372457,0.5547730829,0.4765258216,0.6987480438,0.75,0.3959311424,0.1158059468,0.034428795,0.4319248826,0.2410015649,2.4731457526
450040,Covenant Medical Center,3615 19th Street,Lubbock,79410,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3327,701650465,67047137,55093717,4267,24426,25222,74.742711151,418,1143,1053,713,1801,1526,2465,145,19,656,,,788,2539,0.0144274121,0.0886684701,0.1809437932,0.2179140367,0.3985572588,0.0429816652,0.3985572588,0.3718064322,0.0132251277,0.0186354073,0.0438833784,0.1568981064,0.3465584611,0.1911632101,0.4120829576,0.3267207695,0.4490532011,0.4334235047,0.75,0.75,0.5494439435,0.2100991885,0.0357679591,0.6227832882,0.2452660054,2.1574930499
450042,Ascension Providence Depaul,6901 Medical Parkway,Waco,76712,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2678,199316726,51533829,45472849,3509,15995,16387,74.986557132,289,960,920,509,1337,1341,2170,274,11,189,,,550,2128,0.0112023898,0.1045556385,0.2184466019,0.21321882,0.355862584,0.0649738611,0.4163554892,0.3909634055,0.0179238237,0.0238984317,0.0511575803,0.1142643764,0.3793876027,0.1885735624,0.3745332338,0.3315907394,0.4518297237,0.4581777446,0.75,0.75,0.4835698282,0.1710231516,0.0298730396,0.5642270351,0.2520537715,1.7686651549
450044,Ut Southwestern University Hospital,6201 Harry Hines Blvd,Dallas,75390,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6024,799782338,251790070,188328548,9004,57113,61746,70.998671979,1081,2438,1861,644,2941,3083,4222,914,159,558,22,149,1000,5024,0.020252324,0.1145418327,0.1479083665,0.2061752988,0.3864541833,0.0853253652,0.4082005312,0.3781540505,0.0300464807,0.0239043825,0.0295484728,0.145750332,0.2996347942,0.2661022576,0.4460491368,0.2901726428,0.4321049137,0.3786520584,0.75,0.75,0.4394090305,0.2224435591,0.0381806109,0.5527888446,0.1794488712,2.5194050071
450046,Christus Spohn Hospital Corpus Christi,600 Elizabeth Street,Corpus Christi,78404,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2963,381786143,74171791,64997308,3998,22175,23246,72.942625717,517,1030,888,528,1487,1476,1477,106,38,1299,,,950,2013,0.0148498144,0.1690853864,0.2078974013,0.2801214985,0.4090448869,0.0779615255,0.4090448869,0.3881201485,0.0074249072,0.0212622342,0.0739115761,0.1336483294,0.3044211947,0.1660479244,0.4782315221,0.3783327708,0.5582180223,0.4343570705,0.75,0.75,0.4900438745,0.1717853527,0.040161998,0.5163685454,0.2524468444,2.5310265076
450051,Methodist Dallas Medical Center,1441 North Beckley Avenue,Dallas,75203,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1774,217789745,59420709,43067907,2257,14275,14849,69.622322435,429,716,444,185,887,887,692,726,21,310,,,579,1195,0.0112739572,0.1679819617,0.226042841,0.2130777903,0.3404735062,0.0924464487,0.3697857948,0.3320180383,0.01578354,0.0152198422,0.0659526494,0.1403607666,0.2519729425,0.182638106,0.5405862458,0.3100338219,0.5467869222,0.4289740699,0.75,0.75,0.4148816234,0.1476888388,0.0253664036,0.5011273957,0.2423900789,3.0189204369
450054,Baylor Scott & White Medical  Center - Temple,2401 S  31st St,Temple,76508,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4634,490167075,141270893,105911424,6518,36105,37618,72.776866638,751,1708,1431,744,2415,2219,3458,553,81,456,,,923,3711,0.0140267587,0.1191195511,0.198316789,0.2030643073,0.3806646526,0.0766076823,0.4100129478,0.377211912,0.0243849806,0.0353905913,0.0438066465,0.1368148468,0.3213206733,0.1996115667,0.4339663358,0.2585239534,0.4436771688,0.4035390591,0.75,0.75,0.4164868364,0.170694864,0.0414328874,0.5716443677,0.2561501942,2.1523759134
450055,Rolling Plains Memorial Hospital,200 E Arizona,Sweetwater,79556,TX,48,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",174,4408559,3033260,2751687,210,892,915,75.459770115,22,47,59,46,89,85,135,,,33,,,60,114,0.0114942529,0.0977011494,0.2873563218,0.275862069,0.3620689655,0.0574712644,0.4367816092,0.4252873563,0.0172413793,0.0402298851,0.0459770115,0.1149425287,0.2701149425,0.1436781609,0.4712643678,0.4827586207,0.4252873563,0.4310344828,0.6781609195,0.75,0.3908045977,0.1091954023,0.0229885057,0.6091954023,0.1206896552,1.6541742991
